instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month
8293,2011-12-17,Winter,2011,12,4,0,Saturday,0,Clear,0.24,0.2424,0.65,0.1642,0.0,9,9,December
8294,2011-12-17,Winter,2011,12,5,0,Saturday,0,Mist,0.26,0.2576,0.6,0.194,2.0,7,9,December
8295,2011-12-17,Winter,2011,12,6,0,Saturday,0,Mist,0.26,0.2424,0.56,0.2836,0.0,17,17,December
8296,2011-12-17,Winter,2011,12,7,0,Saturday,0,Mist,0.26,0.2576,0.56,0.2239,0.0,20,20,December
8297,2011-12-17,Winter,2011,12,8,0,Saturday,0,Mist,0.26,0.2576,0.56,0.2239,4.0,55,59,December
8298,2011-12-17,Winter,2011,12,9,0,Saturday,0,Mist,0.26,0.2424,0.56,0.2537,5.0,95,100,December
8299,2011-12-17,Winter,2011,12,10,0,Saturday,0,Mist,0.26,0.2424,0.52,0.2836,10.0,171,181,December
8300,2011-12-17,Winter,2011,12,11,0,Saturday,0,Mist,0.28,0.2576,0.45,0.3284,21.0,188,209,December
8301,2011-12-17,Winter,2011,12,12,0,Saturday,0,Mist,0.28,0.2576,0.45,0.2836,28.0,216,244,December
8302,2011-12-17,Winter,2011,12,13,0,Saturday,0,Mist,0.28,0.2727,0.48,0.2537,32.0,204,236,December
8303,2011-12-17,Winter,2011,12,14,0,Saturday,0,Clear,0.28,0.2576,0.45,0.3582,30.0,207,237,December
8304,2011-12-17,Winter,2011,12,15,0,Saturday,0,Clear,0.28,0.2576,0.45,0.2836,33.0,195,228,December
8305,2011-12-17,Winter,2011,12,16,0,Saturday,0,Clear,0.28,0.2727,0.45,0.2239,30.0,192,222,December
8306,2011-12-17,Winter,2011,12,17,0,Saturday,0,Clear,0.26,0.2576,0.48,0.2239,12.0,153,165,December
8307,2011-12-17,Winter,2011,12,18,0,Saturday,0,Clear,0.26,0.2273,0.48,0.3881,7.0,150,157,December
8308,2011-12-17,Winter,2011,12,19,0,Saturday,0,Light Snow,0.24,0.2121,0.65,0.3284,11.0,95,106,December
8309,2011-12-17,Winter,2011,12,20,0,Saturday,0,Clear,0.22,0.2121,0.69,0.2537,7.0,99,106,December
8310,2011-12-17,Winter,2011,12,21,0,Saturday,0,Clear,0.2,0.2121,0.75,0.1642,8.0,88,96,December
8311,2011-12-17,Winter,2011,12,22,0,Saturday,0,Clear,0.2,0.2121,0.75,0.1642,7.0,73,80,December
8312,2011-12-17,Winter,2011,12,23,0,Saturday,0,Clear,0.2,0.2273,0.75,0.0,6.0,63,69,December
8313,2011-12-18,Winter,2011,12,0,0,Sunday,0,Clear,0.2,0.2121,0.75,0.1343,7.0,64,71,December
8314,2011-12-18,Winter,2011,12,1,0,Sunday,0,Clear,0.2,0.2273,0.69,0.1045,3.0,43,46,December
8315,2011-12-18,Winter,2011,12,2,0,Sunday,0,Clear,0.22,0.2424,0.55,0.1045,2.0,39,41,December
8316,2011-12-18,Winter,2011,12,3,0,Sunday,0,Clear,0.22,0.2121,0.55,0.2239,2.0,16,18,December
8317,2011-12-18,Winter,2011,12,4,0,Sunday,0,Clear,0.22,0.2121,0.55,0.2239,0.0,1,1,December
8318,2011-12-18,Winter,2011,12,5,0,Sunday,0,Clear,0.2,0.2273,0.59,0.1045,1.0,4,5,December
8319,2011-12-18,Winter,2011,12,6,0,Sunday,0,Clear,0.2,0.2121,0.59,0.1343,0.0,3,3,December
8320,2011-12-18,Winter,2011,12,7,0,Sunday,0,Clear,0.2,0.2121,0.59,0.1642,1.0,11,12,December
8321,2011-12-18,Winter,2011,12,8,0,Sunday,0,Clear,0.2,0.2576,0.69,0.0,1.0,31,32,December
8322,2011-12-18,Winter,2011,12,9,0,Sunday,0,Clear,0.22,0.2273,0.64,0.1642,6.0,75,81,December
8323,2011-12-18,Winter,2011,12,10,0,Sunday,0,Clear,0.24,0.2273,0.6,0.2537,7.0,122,129,December
8324,2011-12-18,Winter,2011,12,11,0,Sunday,0,Mist,0.24,0.2273,0.6,0.2239,20.0,168,188,December
8325,2011-12-18,Winter,2011,12,12,0,Sunday,0,Clear,0.26,0.2576,0.6,0.2239,26.0,202,228,December
8326,2011-12-18,Winter,2011,12,13,0,Sunday,0,Clear,0.3,0.2727,0.49,0.2985,18.0,210,228,December
8327,2011-12-18,Winter,2011,12,14,0,Sunday,0,Clear,0.3,0.2879,0.49,0.2836,19.0,200,219,December
8328,2011-12-18,Winter,2011,12,15,0,Sunday,0,Clear,0.32,0.303,0.45,0.2836,23.0,184,207,December
8329,2011-12-18,Winter,2011,12,16,0,Sunday,0,Clear,0.28,0.2727,0.48,0.2537,27.0,207,234,December
8330,2011-12-18,Winter,2011,12,17,0,Sunday,0,Clear,0.28,0.2727,0.46,0.1642,10.0,126,136,December
8331,2011-12-18,Winter,2011,12,18,0,Sunday,0,Clear,0.28,0.2727,0.45,0.194,15.0,123,138,December
8332,2011-12-18,Winter,2011,12,19,0,Sunday,0,Clear,0.26,0.2727,0.52,0.1343,5.0,130,135,December
8333,2011-12-18,Winter,2011,12,20,0,Sunday,0,Clear,0.24,0.2576,0.6,0.1045,10.0,94,104,December
8334,2011-12-18,Winter,2011,12,21,0,Sunday,0,Clear,0.22,0.2727,0.64,0.0,9.0,80,89,December
8335,2011-12-18,Winter,2011,12,22,0,Sunday,0,Clear,0.22,0.2273,0.75,0.194,2.0,47,49,December
8336,2011-12-18,Winter,2011,12,23,0,Sunday,0,Clear,0.2,0.2273,0.75,0.1045,6.0,31,37,December
8337,2011-12-19,Winter,2011,12,0,0,Monday,1,Clear,0.2,0.2273,0.75,0.0896,3.0,14,17,December
8338,2011-12-19,Winter,2011,12,1,0,Monday,1,Clear,0.18,0.2121,0.8,0.0896,3.0,8,11,December
8339,2011-12-19,Winter,2011,12,2,0,Monday,1,Clear,0.18,0.2121,0.8,0.0896,0.0,3,3,December
8340,2011-12-19,Winter,2011,12,3,0,Monday,1,Clear,0.16,0.197,0.86,0.0896,0.0,3,3,December
8341,2011-12-19,Winter,2011,12,4,0,Monday,1,Clear,0.16,0.1818,0.86,0.1343,0.0,4,4,December
8342,2011-12-19,Winter,2011,12,5,0,Monday,1,Clear,0.14,0.1667,0.93,0.1045,0.0,21,21,December
8343,2011-12-19,Winter,2011,12,6,0,Monday,1,Clear,0.16,0.1818,0.86,0.1045,0.0,68,68,December
8344,2011-12-19,Winter,2011,12,7,0,Monday,1,Clear,0.18,0.2121,0.74,0.1045,4.0,187,191,December
8345,2011-12-19,Winter,2011,12,8,0,Monday,1,Clear,0.2,0.197,0.75,0.194,8.0,389,397,December
8346,2011-12-19,Winter,2011,12,9,0,Monday,1,Clear,0.22,0.2121,0.69,0.2239,17.0,166,183,December
8347,2011-12-19,Winter,2011,12,10,0,Monday,1,Clear,0.24,0.2273,0.67,0.194,12.0,96,108,December
8348,2011-12-19,Winter,2011,12,11,0,Monday,1,Clear,0.26,0.2424,0.65,0.2537,22.0,105,127,December
8349,2011-12-19,Winter,2011,12,12,0,Monday,1,Clear,0.3,0.2727,0.61,0.3284,13.0,128,141,December
8350,2011-12-19,Winter,2011,12,13,0,Monday,1,Clear,0.34,0.303,0.49,0.3284,15.0,127,142,December
8351,2011-12-19,Winter,2011,12,14,0,Monday,1,Clear,0.36,0.3485,0.46,0.2239,30.0,107,137,December
8352,2011-12-19,Winter,2011,12,15,0,Monday,1,Clear,0.38,0.3939,0.46,0.1642,24.0,135,159,December
8353,2011-12-19,Winter,2011,12,16,0,Monday,1,Clear,0.4,0.4091,0.4,0.2537,19.0,189,208,December
8354,2011-12-19,Winter,2011,12,17,0,Monday,1,Clear,0.38,0.3939,0.46,0.194,16.0,362,378,December
8355,2011-12-19,Winter,2011,12,18,0,Monday,1,Clear,0.36,0.3485,0.5,0.194,11.0,343,354,December
8356,2011-12-19,Winter,2011,12,19,0,Monday,1,Mist,0.36,0.3485,0.53,0.1642,17.0,234,251,December
8357,2011-12-19,Winter,2011,12,20,0,Monday,1,Clear,0.4,0.4091,0.4,0.1642,9.0,197,206,December
8358,2011-12-19,Winter,2011,12,21,0,Monday,1,Mist,0.36,0.3485,0.53,0.1343,15.0,112,127,December
8359,2011-12-19,Winter,2011,12,22,0,Monday,1,Mist,0.36,0.3485,0.57,0.1642,12.0,95,107,December
8360,2011-12-19,Winter,2011,12,23,0,Monday,1,Clear,0.36,0.3485,0.53,0.1642,10.0,50,60,December
8361,2011-12-20,Winter,2011,12,0,0,Tuesday,1,Clear,0.36,0.3636,0.57,0.1045,0.0,21,21,December
8362,2011-12-20,Winter,2011,12,1,0,Tuesday,1,Clear,0.36,0.3788,0.53,0.0,0.0,6,6,December
8363,2011-12-20,Winter,2011,12,2,0,Tuesday,1,Mist,0.34,0.3636,0.61,0.0,1.0,10,11,December
8364,2011-12-20,Winter,2011,12,3,0,Tuesday,1,Mist,0.34,0.3636,0.61,0.0,1.0,1,2,December
8365,2011-12-20,Winter,2011,12,4,0,Tuesday,1,Mist,0.36,0.3636,0.53,0.1045,0.0,4,4,December
8366,2011-12-20,Winter,2011,12,5,0,Tuesday,1,Mist,0.36,0.3788,0.57,0.0,0.0,15,15,December
8367,2011-12-20,Winter,2011,12,6,0,Tuesday,1,Mist,0.36,0.3788,0.57,0.0,1.0,71,72,December
8368,2011-12-20,Winter,2011,12,7,0,Tuesday,1,Mist,0.36,0.3788,0.62,0.0,7.0,261,268,December
8369,2011-12-20,Winter,2011,12,8,0,Tuesday,1,Mist,0.42,0.4242,0.54,0.0896,10.0,422,432,December
8370,2011-12-20,Winter,2011,12,9,0,Tuesday,1,Mist,0.36,0.3788,0.66,0.0,14.0,245,259,December
8371,2011-12-20,Winter,2011,12,10,0,Tuesday,1,Mist,0.42,0.4242,0.58,0.194,20.0,109,129,December
8372,2011-12-20,Winter,2011,12,11,0,Tuesday,1,Mist,0.4,0.4091,0.62,0.1642,13.0,116,129,December
8373,2011-12-20,Winter,2011,12,12,0,Tuesday,1,Mist,0.44,0.4394,0.54,0.1343,16.0,159,175,December
8374,2011-12-20,Winter,2011,12,13,0,Tuesday,1,Mist,0.44,0.4394,0.54,0.1343,18.0,163,181,December
8375,2011-12-20,Winter,2011,12,14,0,Tuesday,1,Mist,0.44,0.4394,0.58,0.1045,11.0,127,138,December
8376,2011-12-20,Winter,2011,12,15,0,Tuesday,1,Mist,0.44,0.4394,0.54,0.0,15.0,139,154,December
8377,2011-12-20,Winter,2011,12,16,0,Tuesday,1,Clear,0.44,0.4394,0.54,0.0,20.0,218,238,December
8378,2011-12-20,Winter,2011,12,17,0,Tuesday,1,Clear,0.4,0.4091,0.62,0.1642,14.0,417,431,December
8379,2011-12-20,Winter,2011,12,18,0,Tuesday,1,Clear,0.38,0.3939,0.66,0.194,26.0,385,411,December
8380,2011-12-20,Winter,2011,12,19,0,Tuesday,1,Clear,0.38,0.3939,0.66,0.0,6.0,218,224,December
8381,2011-12-20,Winter,2011,12,20,0,Tuesday,1,Clear,0.36,0.3788,0.66,0.0,3.0,144,147,December
8382,2011-12-20,Winter,2011,12,21,0,Tuesday,1,Clear,0.36,0.3636,0.66,0.0896,4.0,139,143,December
8383,2011-12-20,Winter,2011,12,22,0,Tuesday,1,Mist,0.36,0.3788,0.66,0.0,3.0,104,107,December
8384,2011-12-20,Winter,2011,12,23,0,Tuesday,1,Mist,0.38,0.3939,0.62,0.0,13.0,40,53,December
8385,2011-12-21,Springer,2011,12,0,0,Wednesday,1,Mist,0.34,0.3333,0.71,0.1343,7.0,18,25,December
8386,2011-12-21,Springer,2011,12,1,0,Wednesday,1,Mist,0.36,0.3636,0.66,0.1045,1.0,10,11,December
8387,2011-12-21,Springer,2011,12,2,0,Wednesday,1,Mist,0.36,0.3788,0.71,0.0,0.0,4,4,December
8388,2011-12-21,Springer,2011,12,3,0,Wednesday,1,Mist,0.36,0.3788,0.71,0.0,0.0,2,2,December
8389,2011-12-21,Springer,2011,12,4,0,Wednesday,1,Mist,0.36,0.3788,0.71,0.0,0.0,2,2,December
8390,2011-12-21,Springer,2011,12,5,0,Wednesday,1,Mist,0.38,0.3939,0.82,0.1045,0.0,28,28,December
8391,2011-12-21,Springer,2011,12,6,0,Wednesday,1,Mist,0.36,0.3788,0.87,0.0,1.0,75,76,December
8392,2011-12-21,Springer,2011,12,7,0,Wednesday,1,Mist,0.36,0.3636,0.87,0.1045,5.0,224,229,December
8393,2011-12-21,Springer,2011,12,8,0,Wednesday,1,Light Snow,0.36,0.3788,0.93,0.0,12.0,393,405,December
8394,2011-12-21,Springer,2011,12,9,0,Wednesday,1,Mist,0.4,0.4091,0.87,0.2239,14.0,220,234,December
8395,2011-12-21,Springer,2011,12,10,0,Wednesday,1,Mist,0.48,0.4697,0.82,0.4179,6.0,83,89,December
8396,2011-12-21,Springer,2011,12,11,0,Wednesday,1,Mist,0.48,0.4697,0.82,0.4179,3.0,53,56,December
8397,2011-12-21,Springer,2011,12,12,0,Wednesday,1,Light Snow,0.46,0.4545,0.88,0.3881,3.0,58,61,December
8398,2011-12-21,Springer,2011,12,13,0,Wednesday,1,Light Snow,0.44,0.4394,0.94,0.2985,3.0,55,58,December
8399,2011-12-21,Springer,2011,12,14,0,Wednesday,1,Mist,0.48,0.4697,0.88,0.3582,11.0,40,51,December
8400,2011-12-21,Springer,2011,12,15,0,Wednesday,1,Mist,0.48,0.4697,0.88,0.3881,4.0,57,61,December
8401,2011-12-21,Springer,2011,12,16,0,Wednesday,1,Light Snow,0.44,0.4394,1.0,0.3284,6.0,95,101,December
8402,2011-12-21,Springer,2011,12,17,0,Wednesday,1,Light Snow,0.44,0.4394,1.0,0.3284,3.0,226,229,December
8403,2011-12-21,Springer,2011,12,18,0,Wednesday,1,Mist,0.44,0.4394,1.0,0.2985,2.0,278,280,December
8404,2011-12-21,Springer,2011,12,19,0,Wednesday,1,Mist,0.5,0.4848,0.94,0.3284,9.0,200,209,December
8405,2011-12-21,Springer,2011,12,20,0,Wednesday,1,Mist,0.5,0.4848,0.94,0.3582,5.0,162,167,December
8406,2011-12-21,Springer,2011,12,21,0,Wednesday,1,Clear,0.5,0.4848,0.88,0.2836,9.0,114,123,December
8407,2011-12-21,Springer,2011,12,22,0,Wednesday,1,Clear,0.5,0.4848,0.88,0.2537,3.0,102,105,December
8408,2011-12-21,Springer,2011,12,23,0,Wednesday,1,Clear,0.5,0.4848,0.88,0.194,0.0,54,54,December
8409,2011-12-22,Springer,2011,12,0,0,Thursday,1,Mist,0.5,0.4848,0.82,0.1045,3.0,24,27,December
8410,2011-12-22,Springer,2011,12,1,0,Thursday,1,Clear,0.44,0.4394,0.94,0.0896,0.0,15,15,December
8411,2011-12-22,Springer,2011,12,2,0,Thursday,1,Clear,0.48,0.4697,0.82,0.1045,1.0,10,11,December
8412,2011-12-22,Springer,2011,12,3,0,Thursday,1,Clear,0.44,0.4394,0.67,0.1642,0.0,6,6,December
8413,2011-12-22,Springer,2011,12,4,0,Thursday,1,Clear,0.38,0.3939,0.82,0.1343,0.0,3,3,December
8414,2011-12-22,Springer,2011,12,5,0,Thursday,1,Clear,0.38,0.3939,0.82,0.0,1.0,15,16,December
8415,2011-12-22,Springer,2011,12,6,0,Thursday,1,Clear,0.36,0.3788,0.87,0.0,1.0,63,64,December
8416,2011-12-22,Springer,2011,12,7,0,Thursday,1,Clear,0.34,0.3636,0.93,0.0,4.0,182,186,December
8417,2011-12-22,Springer,2011,12,8,0,Thursday,1,Mist,0.36,0.3788,0.87,0.0,10.0,333,343,December
8418,2011-12-22,Springer,2011,12,9,0,Thursday,1,Mist,0.38,0.3939,0.87,0.0896,10.0,218,228,December
8419,2011-12-22,Springer,2011,12,10,0,Thursday,1,Mist,0.4,0.4091,0.82,0.0896,13.0,128,141,December
8420,2011-12-22,Springer,2011,12,11,0,Thursday,1,Mist,0.44,0.4394,0.77,0.0,10.0,135,145,December
8421,2011-12-22,Springer,2011,12,12,0,Thursday,1,Mist,0.48,0.4697,0.55,0.0,22.0,180,202,December
8422,2011-12-22,Springer,2011,12,13,0,Thursday,1,Mist,0.46,0.4545,0.63,0.0,21.0,167,188,December
8423,2011-12-22,Springer,2011,12,14,0,Thursday,1,Mist,0.46,0.4545,0.63,0.0,23.0,136,159,December
8424,2011-12-22,Springer,2011,12,15,0,Thursday,1,Mist,0.48,0.4697,0.59,0.0,28.0,186,214,December
8425,2011-12-22,Springer,2011,12,16,0,Thursday,1,Mist,0.46,0.4545,0.63,0.0,30.0,226,256,December
8426,2011-12-22,Springer,2011,12,17,0,Thursday,1,Mist,0.44,0.4394,0.67,0.1642,24.0,332,356,December
8427,2011-12-22,Springer,2011,12,18,0,Thursday,1,Mist,0.44,0.4394,0.62,0.0896,11.0,277,288,December
8428,2011-12-22,Springer,2011,12,19,0,Thursday,1,Mist,0.44,0.4394,0.62,0.0,12.0,130,142,December
8429,2011-12-22,Springer,2011,12,20,0,Thursday,1,Light Snow,0.42,0.4242,0.71,0.0,0.0,33,33,December
8430,2011-12-22,Springer,2011,12,21,0,Thursday,1,Light Snow,0.42,0.4242,0.71,0.0,2.0,15,17,December
8431,2011-12-22,Springer,2011,12,22,0,Thursday,1,Light Snow,0.36,0.3636,0.93,0.1045,0.0,17,17,December
8432,2011-12-22,Springer,2011,12,23,0,Thursday,1,Light Snow,0.4,0.4091,0.87,0.0,1.0,10,11,December
8433,2011-12-23,Springer,2011,12,0,0,Friday,1,Light Snow,0.4,0.4091,0.87,0.194,2.0,7,9,December
8434,2011-12-23,Springer,2011,12,1,0,Friday,1,Light Snow,0.4,0.4091,0.87,0.194,1.0,11,12,December
8435,2011-12-23,Springer,2011,12,2,0,Friday,1,Light Snow,0.38,0.3939,0.94,0.1343,1.0,12,13,December
8436,2011-12-23,Springer,2011,12,3,0,Friday,1,Light Snow,0.38,0.3939,0.94,0.1343,0.0,4,4,December
8437,2011-12-23,Springer,2011,12,4,0,Friday,1,Light Snow,0.38,0.3939,0.94,0.2836,0.0,2,2,December
8438,2011-12-23,Springer,2011,12,5,0,Friday,1,Clear,0.36,0.3485,0.93,0.194,0.0,8,8,December
8439,2011-12-23,Springer,2011,12,6,0,Friday,1,Clear,0.38,0.3939,0.82,0.2537,0.0,40,40,December
8440,2011-12-23,Springer,2011,12,7,0,Friday,1,Clear,0.38,0.3939,0.82,0.2239,4.0,88,92,December
8441,2011-12-23,Springer,2011,12,8,0,Friday,1,Clear,0.4,0.4091,0.76,0.2537,9.0,173,182,December
8442,2011-12-23,Springer,2011,12,9,0,Friday,1,Clear,0.4,0.4091,0.66,0.2985,4.0,152,156,December
8443,2011-12-23,Springer,2011,12,10,0,Friday,1,Clear,0.4,0.4091,0.62,0.3582,8.0,96,104,December
8444,2011-12-23,Springer,2011,12,11,0,Friday,1,Clear,0.4,0.4091,0.58,0.4478,26.0,148,174,December
8445,2011-12-23,Springer,2011,12,12,0,Friday,1,Clear,0.4,0.4091,0.54,0.194,14.0,156,170,December
8446,2011-12-23,Springer,2011,12,13,0,Friday,1,Clear,0.4,0.4091,0.5,0.4627,17.0,177,194,December
8447,2011-12-23,Springer,2011,12,14,0,Friday,1,Clear,0.4,0.4091,0.54,0.4179,23.0,177,200,December
8448,2011-12-23,Springer,2011,12,15,0,Friday,1,Clear,0.38,0.3939,0.54,0.3582,12.0,191,203,December
8449,2011-12-23,Springer,2011,12,16,0,Friday,1,Clear,0.38,0.3939,0.5,0.2985,15.0,166,181,December
8450,2011-12-23,Springer,2011,12,17,0,Friday,1,Clear,0.36,0.3485,0.53,0.2239,11.0,129,140,December
8451,2011-12-23,Springer,2011,12,18,0,Friday,1,Clear,0.36,0.3333,0.5,0.2537,4.0,91,95,December
8452,2011-12-23,Springer,2011,12,19,0,Friday,1,Clear,0.34,0.3333,0.53,0.194,1.0,75,76,December
8453,2011-12-23,Springer,2011,12,20,0,Friday,1,Clear,0.32,0.303,0.61,0.3284,3.0,47,50,December
8454,2011-12-23,Springer,2011,12,21,0,Friday,1,Clear,0.32,0.303,0.61,0.2239,0.0,32,32,December
8455,2011-12-23,Springer,2011,12,22,0,Friday,1,Clear,0.32,0.3182,0.66,0.194,4.0,43,47,December
8456,2011-12-23,Springer,2011,12,23,0,Friday,1,Clear,0.32,0.3333,0.66,0.1343,4.0,21,25,December
8457,2011-12-24,Springer,2011,12,0,0,Saturday,0,Mist,0.32,0.3182,0.7,0.1642,3.0,20,23,December
8458,2011-12-24,Springer,2011,12,1,0,Saturday,0,Mist,0.32,0.3485,0.66,0.0,1.0,15,16,December
8459,2011-12-24,Springer,2011,12,2,0,Saturday,0,Mist,0.32,0.3333,0.66,0.0896,4.0,22,26,December
8460,2011-12-24,Springer,2011,12,3,0,Saturday,0,Mist,0.32,0.3333,0.7,0.0896,0.0,5,5,December
8461,2011-12-24,Springer,2011,12,4,0,Saturday,0,Mist,0.32,0.3182,0.66,0.1642,0.0,3,3,December
8462,2011-12-24,Springer,2011,12,5,0,Saturday,0,Mist,0.32,0.3182,0.66,0.1642,1.0,3,4,December
8463,2011-12-24,Springer,2011,12,6,0,Saturday,0,Mist,0.3,0.303,0.75,0.1642,0.0,10,10,December
8464,2011-12-24,Springer,2011,12,7,0,Saturday,0,Clear,0.3,0.2727,0.7,0.3582,0.0,10,10,December
8465,2011-12-24,Springer,2011,12,8,0,Saturday,0,Clear,0.28,0.2727,0.7,0.194,0.0,27,27,December
8466,2011-12-24,Springer,2011,12,9,0,Saturday,0,Clear,0.3,0.2727,0.45,0.4179,3.0,53,56,December
8467,2011-12-24,Springer,2011,12,10,0,Saturday,0,Clear,0.3,0.2576,0.42,0.194,4.0,52,56,December
8468,2011-12-24,Springer,2011,12,11,0,Saturday,0,Clear,0.32,0.2879,0.39,0.3582,9.0,62,71,December
8469,2011-12-24,Springer,2011,12,12,0,Saturday,0,Clear,0.34,0.3182,0.39,0.2836,15.0,79,94,December
8470,2011-12-24,Springer,2011,12,13,0,Saturday,0,Clear,0.34,0.303,0.39,0.2985,24.0,97,121,December
8471,2011-12-24,Springer,2011,12,14,0,Saturday,0,Clear,0.34,0.303,0.39,0.2985,15.0,70,85,December
8472,2011-12-24,Springer,2011,12,15,0,Saturday,0,Clear,0.32,0.303,0.39,0.2239,15.0,82,97,December
8473,2011-12-24,Springer,2011,12,16,0,Saturday,0,Clear,0.32,0.3182,0.42,0.194,25.0,74,99,December
8474,2011-12-24,Springer,2011,12,17,0,Saturday,0,Clear,0.28,0.2879,0.45,0.1343,15.0,53,68,December
8475,2011-12-24,Springer,2011,12,18,0,Saturday,0,Clear,0.3,0.3182,0.42,0.0896,2.0,33,35,December
8476,2011-12-24,Springer,2011,12,19,0,Saturday,0,Clear,0.3,0.3182,0.52,0.0896,1.0,24,25,December
8477,2011-12-24,Springer,2011,12,20,0,Saturday,0,Clear,0.26,0.2727,0.56,0.1343,5.0,19,24,December
8478,2011-12-24,Springer,2011,12,21,0,Saturday,0,Clear,0.26,0.2576,0.56,0.1642,4.0,15,19,December
8479,2011-12-24,Springer,2011,12,22,0,Saturday,0,Clear,0.24,0.2879,0.52,0.0,8.0,12,20,December
8480,2011-12-24,Springer,2011,12,23,0,Saturday,0,Clear,0.24,0.2576,0.56,0.0,1.0,16,17,December
8481,2011-12-25,Springer,2011,12,0,0,Sunday,0,Clear,0.24,0.2273,0.6,0.194,2.0,4,6,December
8482,2011-12-25,Springer,2011,12,1,0,Sunday,0,Clear,0.22,0.2273,0.69,0.1343,2.0,2,4,December
8483,2011-12-25,Springer,2011,12,2,0,Sunday,0,Clear,0.22,0.2576,0.75,0.0896,0.0,2,2,December
8484,2011-12-25,Springer,2011,12,3,0,Sunday,0,Clear,0.22,0.2727,0.72,0.0,1.0,3,4,December
8485,2011-12-25,Springer,2011,12,5,0,Sunday,0,Clear,0.2,0.2273,0.75,0.1045,0.0,1,1,December
8486,2011-12-25,Springer,2011,12,6,0,Sunday,0,Clear,0.2,0.2273,0.75,0.1045,0.0,1,1,December
8487,2011-12-25,Springer,2011,12,7,0,Sunday,0,Clear,0.22,0.2424,0.8,0.1045,0.0,4,4,December
8488,2011-12-25,Springer,2011,12,8,0,Sunday,0,Clear,0.2,0.2121,0.8,0.1642,1.0,4,5,December
8489,2011-12-25,Springer,2011,12,9,0,Sunday,0,Clear,0.24,0.2424,0.87,0.1642,3.0,20,23,December
8490,2011-12-25,Springer,2011,12,10,0,Sunday,0,Clear,0.26,0.2424,0.81,0.2537,31.0,12,43,December
8491,2011-12-25,Springer,2011,12,11,0,Sunday,0,Clear,0.3,0.303,0.7,0.1642,43.0,42,85,December
8492,2011-12-25,Springer,2011,12,12,0,Sunday,0,Clear,0.3,0.2727,0.75,0.2985,25.0,41,66,December
8493,2011-12-25,Springer,2011,12,13,0,Sunday,0,Clear,0.32,0.303,0.7,0.2537,40.0,39,79,December
8494,2011-12-25,Springer,2011,12,14,0,Sunday,0,Clear,0.34,0.3182,0.61,0.2537,41.0,45,86,December
8495,2011-12-25,Springer,2011,12,15,0,Sunday,0,Clear,0.34,0.3333,0.61,0.194,43.0,48,91,December
8496,2011-12-25,Springer,2011,12,16,0,Sunday,0,Clear,0.36,0.3636,0.57,0.1045,35.0,51,86,December
8497,2011-12-25,Springer,2011,12,17,0,Sunday,0,Clear,0.34,0.3333,0.61,0.1343,11.0,33,44,December
8498,2011-12-25,Springer,2011,12,18,0,Sunday,0,Clear,0.32,0.3182,0.7,0.194,7.0,23,30,December
8499,2011-12-25,Springer,2011,12,19,0,Sunday,0,Clear,0.32,0.3333,0.57,0.1343,2.0,14,16,December
8500,2011-12-25,Springer,2011,12,20,0,Sunday,0,Clear,0.32,0.3333,0.49,0.0896,8.0,18,26,December
8501,2011-12-25,Springer,2011,12,21,0,Sunday,0,Clear,0.3,0.303,0.56,0.1343,4.0,15,19,December
8502,2011-12-25,Springer,2011,12,22,0,Sunday,0,Clear,0.28,0.2727,0.61,0.1642,2.0,15,17,December
8503,2011-12-25,Springer,2011,12,23,0,Sunday,0,Clear,0.26,0.2727,0.65,0.1343,2.0,14,16,December
8504,2011-12-26,Springer,2011,12,0,1,Monday,0,Clear,0.22,0.2273,0.75,0.1642,5.0,6,11,December
8505,2011-12-26,Springer,2011,12,1,1,Monday,0,Clear,0.28,0.2727,0.56,0.194,3.0,7,10,December
8506,2011-12-26,Springer,2011,12,2,1,Monday,0,Clear,0.34,0.3182,0.46,0.2239,2.0,5,7,December
8507,2011-12-26,Springer,2011,12,4,1,Monday,0,Clear,0.34,0.303,0.46,0.2985,0.0,2,2,December
8508,2011-12-26,Springer,2011,12,5,1,Monday,0,Clear,0.34,0.303,0.42,0.3881,0.0,4,4,December
8509,2011-12-26,Springer,2011,12,6,1,Monday,0,Clear,0.32,0.303,0.45,0.2836,0.0,4,4,December
8510,2011-12-26,Springer,2011,12,7,1,Monday,0,Clear,0.32,0.3182,0.45,0.194,2.0,17,19,December
8511,2011-12-26,Springer,2011,12,8,1,Monday,0,Clear,0.32,0.3333,0.45,0.1343,5.0,13,18,December
8512,2011-12-26,Springer,2011,12,9,1,Monday,0,Clear,0.34,0.303,0.46,0.2985,24.0,38,62,December
8513,2011-12-26,Springer,2011,12,10,1,Monday,0,Clear,0.34,0.2879,0.42,0.194,31.0,39,70,December
8514,2011-12-26,Springer,2011,12,11,1,Monday,0,Clear,0.34,0.2879,0.46,0.194,40.0,51,91,December
8515,2011-12-26,Springer,2011,12,12,1,Monday,0,Clear,0.36,0.3182,0.43,0.4627,34.0,66,100,December
8516,2011-12-26,Springer,2011,12,13,1,Monday,0,Clear,0.38,0.3939,0.4,0.2985,57.0,83,140,December
8517,2011-12-26,Springer,2011,12,14,1,Monday,0,Clear,0.38,0.3939,0.4,0.3284,73.0,80,153,December
